,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
1220,1403,1403,otvnews,#Covid19India #OdishaTVExclusive Only shinning spot is doubling rate of #nCoV infections has slowed down marginally in lockdown period. ICMR datasets show no community transmission in India. Covid count may touch 1000 mark today &amp; cross 1200 by Apr 1 ,2020-03-28 12:56:22+00:00,#Covid19India #OdishaTVExclusive #nCoV
1232,1416,1416,updatesinfo2,#COVID19 #CoronavirusOutbreak #Covid19India #lockdown #21daylockdown #covid19updates #IndiaFightsCorona #IndiaFightsCoronavirus #india #IndiaComeTogether #updatesinfo https://www.instagram.com/p/B-RvwwyHJhj/?igshid=st714adtwi9s,2020-03-28 12:27:09+00:00,#COVID19 #CoronavirusOutbreak #Covid19India #lockdown #21daylockdown #covid19updates #IndiaFightsCorona #IndiaFightsCoronavirus #india #IndiaComeTogether #updatesinfo
1248,1437,1437,pennewstweet,Laxity major concern in Pondy amid Covid lockdown #lockdown #Puducherry #NovelCoronavirus #VNarayanasamy #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #COVID19outbreak #IndiaFightsCoronavirus #IndiaFightsCorona,2020-03-28 11:12:17+00:00,#lockdown #Puducherry #NovelCoronavirus #VNarayanasamy #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #COVID19outbreak #IndiaFightsCoronavirus #IndiaFightsCorona
1256,1447,1447,thenewsroom8,Naveen Announces Cooked Food In Panchayats And Financial Assistance to Street Vendors #Covid19India #Lockdown #Odisha @CMO_Odisha @Naveen_Odisha @thenewsroom8,2020-03-28 10:11:10+00:00,#Covid19India #Lockdown #Odisha
1268,1460,1460,GulistanNewsTV,*GANDERBAL POLICE SEALED A SHOP AND ARRESTED SHOPKEEPER FOR VIOLATING GOVT. LOCKDOWN ORDERS* #weStandStrongToKeepYouSafe *#StayHomeStaySafe* *#Covid19India* ,2020-03-28 09:43:24+00:00,#weStandStrongToKeepYouSafe #StayHomeStaySafe #Covid19India
1290,1488,1488,roufaminnews5,*5 Dariya News...Lock down continues across the Kashmir valley to curb the spread of COVID-19 Coronavirus* #COVID19india #coronavirus #JantaCurfew #kashmir #Srinagar #coronavirus #covid19 #government #kashmir #Srinagar #india #Lockdown ,2020-03-28 08:09:05+00:00,#COVID19india #coronavirus #JantaCurfew #kashmir #Srinagar #coronavirus #covid19 #government #kashmir #Srinagar #india #Lockdown
1299,1500,1500,pennewstweet,Poor migrant workers walk miles to reach back home as left jobless after lockdown #migrantworkers #jobless #Lockdown21 #LockdownIndia #Lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #IndiaFightsCoronavirus,2020-03-28 07:40:14+00:00,#migrantworkers #jobless #Lockdown21 #LockdownIndia #Lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #IndiaFightsCoronavirus
1302,1503,1503,News15marathi," जीवनावश्यक वस्तूंची दुकाने म्हणजे औषधे, अन्नधान्य हे २४ तास उघडी राहतील - मुख्यमंत्री @CMOMaharashtra #StayHomeStaySafe #IndiaFightsCoronavirus #lockdown #Covid19India ",2020-03-28 07:32:38+00:00,#StayHomeStaySafe #IndiaFightsCoronavirus #lockdown #Covid19India
1323,1528,1528,pennewstweet,Lockdown to cut spread by 89 % #Lockdown #ICMR #NarendraModi #RamanRGangakhedkar #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #IndiaFightsCorona #Lockdown21 #SocialDistanacing,2020-03-28 06:34:00+00:00,#Lockdown #ICMR #NarendraModi #RamanRGangakhedkar #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #IndiaFightsCorona #Lockdown21 #SocialDistanacing
1423,1638,1638,SakalMediaNews,कोरोनाच्या धास्तीने शेतात गेले पण तिघांना मृत्यूने गाठले.. #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia,2020-03-27 17:15:13+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1430,1648,1648,SakalMediaNews,Coronavirus : साताऱ्यातील सव्वा वर्षाचा बालकासह युवकाचा रिपाेर्ट निगेटिव्ह #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia,2020-03-27 16:45:10+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1432,1651,1651,SakalMediaNews,कोरोनाचा संसर्ग रोखण्यासाठी नगरपंचायत सरसावली #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia,2020-03-27 16:30:13+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1436,1655,1655,SakalMediaNews,तो म्हणाला तुला कोरोना झाला अन् सुरु झाली मारामारी! #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia,2020-03-27 16:15:19+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1457,1677,1677,SakalMediaNews,"Coronavirus : ही सहा राज्य सद्य:स्थितीत सर्वाधिक सुरक्षित, येथे नाही कोरोना #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia",2020-03-27 15:30:11+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1485,1707,1707,SakalMediaNews,कर्फ्यूमुळे मिळाली नाही दारू... म्हणून अशी भागवली तलफ.. मग #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia,2020-03-27 14:10:10+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown #CoronavirusOutbreakindia
1492,1715,1715,SakalMediaNews,पहाटे लागलेली आग सकाळी विझली; साखर कारखान्यांचे बंब आले धावून #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown,2020-03-27 13:36:34+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown
1508,1733,1733,pennewstweet,Lockdown: Two Imams among 22 booked in UP #Lockdown21 #lockdownindia #lockdown #UttarPradesh #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #IndiaFightsCorona,2020-03-27 12:38:18+00:00,#Lockdown21 #lockdownindia #lockdown #UttarPradesh #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #IndiaFightsCorona
1517,1744,1744,pennewstweet,Lockdown: 150 booked for offering prayers in UP mosques #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #IndiaFightsCorona #Lockdown21 #lockdownindia #lockdown ,2020-03-27 11:47:37+00:00,#Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #IndiaFightsCorona #Lockdown21 #lockdownindia #lockdown
1522,1750,1750,kanlish_News,"Clip from Korean drama My Secret, Terrius hinting at coronavirus-like outbreak in 2018 goes viral... #COVIDー19 #mysecretterrius #coronavirus #ChineseVirus19 #netflix #lockdown #China #CoronaPandemic #Coronavirusindia #covid19india #korea #coronavirusoutbreak",2020-03-27 11:00:00+00:00,#COVID #mysecretterrius #coronavirus #ChineseVirus19 #netflix #lockdown #China #CoronaPandemic #Coronavirusindia #covid19india #korea #coronavirusoutbreak
1546,1776,1776,SakalMediaNews,#Delhigovernment to serve food to four lakh needy people daily from Saturday: #ArvindKejriwal. http://esakal.com #Sakal #SakalNews #Viral #ViralNews #CoronavirusinIndia #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown,2020-03-27 09:30:16+00:00,#Delhigovernment #ArvindKejriwal #Sakal #SakalNews #Viral #ViralNews #CoronavirusinIndia #Corona #Covid19india #coronavirus #LockdownNow #lockdown #21daylockdown
1566,1802,1802,suvarnanewstv,ಲಾಕ್‌ಡೌನ್‌: ನಡೆದುಕೊಂಡೇ ಆಸ್ಪತ್ರೆಗೆ ಮಗು ಕರೆತಂದ ದಂಪತಿ #Lockdown #Chamarajnagar #Covid19India ,2020-03-27 08:03:06+00:00,#Lockdown #Chamarajnagar #Covid19India
1569,1805,1805,HSnewsLive,#Lockdown : कोरोना से जंग के लिए यूपी के सीएम योगी ने तैयार की टीम 11 @UPGovt @myogiadityanath @Uppolice #CoronaVillains #coronaupdatesindia #COVID2019 #COVID #Covid19India #COVIDIOT,2020-03-27 07:52:26+00:00,#Lockdown #CoronaVillains #coronaupdatesindia #COVID2019 #COVID #Covid19India #COVIDIOT
1575,1812,1812,SakalMediaNews,#Maharashtra Police found over 300 migrant workers crammed inside two container trucks from #Telangana amid nationwide #lockdown. http://www.esakal.com #Sakal #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #police #21daylockdown #CoronavirusOutbreak,2020-03-27 07:35:03+00:00,#Maharashtra #Telangana #lockdown #Sakal #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #police #21daylockdown #CoronavirusOutbreak
1600,1841,1841,pennewstweet,Kerala’s Sub-collector violates lockdown #Kerala #Subcollector #AnupamMishra #Kollam #Singapore #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #Lokdown #Lokdown21,2020-03-27 05:43:30+00:00,#Kerala #Subcollector #AnupamMishra #Kollam #Singapore #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID_19India #IndiaFightsCoronavirus #SocialDistancing #Lokdown #Lokdown21
1609,1851,1851,pennewstweet,Delhi government takes steps to feed the homeless amidst the lockdown #lockdown21days #Lockdown21 #lockdownindia #lockdownday3 #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #IndiaFightsCoronavirus #IndiaFightsCorona,2020-03-27 05:18:48+00:00,#lockdown21days #Lockdown21 #lockdownindia #lockdownday3 #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #IndiaFightsCoronavirus #IndiaFightsCorona
1610,1852,1852,pennewstweet,"Nationwide lockdown enters Day 3, Covid 19 cases near 700; 16 dead #COVID19 #COVID2019 #Covid19India #Covid19out #indialockdown #IndiaFightsCorona #Coronaindia #Corona #CoronavirusIndia #Coronavirus #deathtoll",2020-03-27 05:14:01+00:00,#COVID19 #COVID2019 #Covid19India #Covid19out #indialockdown #IndiaFightsCorona #Coronaindia #Corona #CoronavirusIndia #Coronavirus #deathtoll
1613,1856,1856,suvarnanewstv,ಕಣ್ಣಿಗೆ ಕಾಣ ಸಿಗದಿದ್ದ ಪ್ರಾಣಿಗಳೆಲ್ಲ ಹಾಜರ್..! ಮೌನಗೊಳಿಸುತ್ತೆ ಮುಗ್ಧ ಪ್ರಾಣಿಗಳ ಚಿತ್ರ #Lockdown #Animals #Covid19India ,2020-03-27 04:56:53+00:00,#Lockdown #Animals #Covid19India
1615,1858,1858,JioNews,RBI cuts repo rate to 4.4% from 5.15% amid coronavirus lockdown. Read more on #JioNews: http://bit.ly/DownloadJioNews #COVID2019 #COVID #Covid19India #CoronavirusLockdown,2020-03-27 04:46:31+00:00,#JioNews #COVID2019 #COVID #Covid19India #CoronavirusLockdown
1637,1880,1880,sakshinews,సరఫరా సమస్యలు; డిమాండ్‌ కుదేలు https://www.sakshi.com/news/business/electronics-and-home-appliance-sales-down-coronavirus-impact-1273305 #Covid19India #coronavirus #lockdown #Electronics,2020-03-27 02:48:06+00:00,#Covid19India #coronavirus #lockdown #Electronics
1654,1897,1897,otvnews,"Re-Up: Janta Curfew, Lockdown Blow: Covid-19 India Growth Curve Tumbles Down! #Covid19India #JantaCurfew #Lockdown #OdishaTVExclusive https://odishatv.in/coronavirus/janta-curfew-lockdown-blow-covid-19-india-growth-curve-tumbles-down-442505",2020-03-26 23:34:00+00:00,#Covid19India #JantaCurfew #Lockdown #OdishaTVExclusive
1688,1937,1937,News18Kerala,നിരോധനാജ്ഞ ലംഘിച്ച് പള്ളിയിൽ ആളെ കൂട്ടി നമസ്കരിച്ചു; തിരൂരിൽ ഡോക്ടറെ പൊലീസ് അറസ്റ്റ് ചെയ്തു #Covid19India #Corona #lockdown ,2020-03-26 17:56:12+00:00,#Covid19India #Corona #lockdown
1715,1968,1968,GoaPlusNews,"@goacm @DrPramodPSawant on Thursday announced that all the shops providing essential items like groceries, milk and vegetable would be kept open round the clock during lockdown period in #Goa #Covid19India #Lockdown21",2020-03-26 16:05:32+00:00,#Goa #Covid19India #Lockdown21
1731,1986,1986,SakalMediaNews,वैद्यकीय प्रवेश पूर्वपरीक्षा ‘नीट’ पुढे ढकला.... #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #21daylockdown,2020-03-26 15:15:11+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #21daylockdown
1737,1992,1992,otvnews,"#Covid19India #JantaCurfew #Lockdown #OdishaTVExclusive Covid-19 count in country will cross the 1000 mark as number of suspects identified as on today stood at a massive 652. Recovery rate in world stood at 24% today. In India, the rate stood at mere 6.6%",2020-03-26 14:55:24+00:00,#Covid19India #JantaCurfew #Lockdown #OdishaTVExclusive
1785,2040,2040,Zoom_News_India,Mumbai man allegedly kills brother for going out during lockdown https://www.zoomnews.in/en/news-detail/mumbai-man-allegedly-kills-brother-for-going-out-during-lockdown.html #CoronaVillains #CoronavirusLockdown #coronavirusindia #CoronavirusOubreak #CoronaKoDhona #COVID2019 #Covid19India #COVID19 #Covid19Out #MumbaiUniversity #crime,2020-03-26 13:02:28+00:00,#CoronaVillains #CoronavirusLockdown #coronavirusindia #CoronavirusOubreak #CoronaKoDhona #COVID2019 #Covid19India #COVID19 #Covid19Out #MumbaiUniversity #crime
1803,2061,2061,WeForNews,Lockdown alone won’t flatten India’s COVID-19 curve: Experts #Lockdown21 #Lockdown #IndiaFightsCorona #CoronavirusOutbreak #Covid19India ,2020-03-26 12:10:03+00:00,#Lockdown21 #Lockdown #IndiaFightsCorona #CoronavirusOutbreak #Covid19India
1808,2066,2066,BansalNewsMPCG,"MP: कमलनाथ ने सीएम शिवराज को लिखे 2 पत्र, की ये मांग.. MP: कमलनाथ ने सीएम शिवराज को लिखे 2 पत्र, की ये मांग.. #FormerCMKamalNath #CMShivraj #coronavirus #demandforRs7500 #letter #lockdown #coronainvestigation #Covid_19 #Covid19India ",2020-03-26 12:06:51+00:00,#FormerCMKamalNath #CMShivraj #coronavirus #demandforRs7500 #letter #lockdown #coronainvestigation #Covid_19 #Covid19India
1817,2076,2076,rashtra_news,#CoronavirusLockdown #21daysLockdown #COVID2019 #Lockdown21 #lockdown #Covid19India https://twitter.com/CMOfficeUP/status/1243139476588613638?s=20,2020-03-26 11:51:39+00:00,#CoronavirusLockdown #21daysLockdown #COVID2019 #Lockdown21 #lockdown #Covid19India
1845,2105,2105,uniindianews,COVID-19 lockdown: Govt announces 1.7 lakh cr package for poor #COVID19India @nsitharaman @FinMinIndia @narendramodi @PMOIndia #MGREGA http://www.uniindia.com/covid-19-lockdown-govt-announces-1-7-lakh-cr-package-for-poor/india/news/1930548.html,2020-03-26 10:05:00+00:00,#COVID19India #MGREGA
1864,2126,2126,thenewsworld7,As social distancing is the only way to fight covid 19. Complete #lockdown is being observed in #pulwama district as a preventive measure. Photo : @ReshiIrshad30 #Covid19India #21daylockdown #Country #India #JammuAndKashmir,2020-03-26 09:16:07+00:00,#lockdown #pulwama #Covid19India #21daylockdown #Country #India #JammuAndKashmir
1870,2133,2133,CatchNews,#Coronavirus: Social media tested positive or negative? You decide… #Coronavirus #Covid19India #Covid2019 #lockdown #Lockdown21 #CoronavirusOutbreak,2020-03-26 09:09:57+00:00,#Coronavirus #Coronavirus #Covid19India #Covid2019 #lockdown #Lockdown21 #CoronavirusOutbreak
1871,2134,2134,eNaradaNews,An Artistic way to help poor people during coronavirus lockdown - https://enarada.com/an-artistic-way-to-help-poor-people-during-coronavirus-lockdown/ #21daylockdown #CareToons #corona #coronavirusindia #CoronaVillains #21DaysChallenge #Covid19India #rasheedKappan #artistsupport,2020-03-26 09:08:55+00:00,#21daylockdown #CareToons #corona #coronavirusindia #CoronaVillains #21DaysChallenge #Covid19India #rasheedKappan #artistsupport
